0,1,2,3,4
0.2261556689744353,-0.3472237551321333,-0.39333921388897974,0.5309240253479178,0.6227457679911883
0.3063050748675634,-0.19769085773561137,0.1564368867035461,-0.7490224834483756,0.5199659588828298
0.2947217504142242,0.10195050983177867,-0.6305482493899482,-0.23922955731128132,-0.28397426635632733
-0.2691365024795509,-0.40345583562548576,0.41795056814013604,0.09269190362145825,0.016647349667895647
-0.0353634196292241,-0.6234090678843338,-0.11476257836324477,-0.07494238782727712,-0.3466548788470444
0.3769899933797827,0.052582782962981814,0.40783809729910314,0.1936745497621304,-0.03874356963018332
0.35913273143905355,-0.3188632836337584,0.04829811140598151,0.0660310391934208,-0.26642715230199077
0.38620835302903134,-0.24749242592646714,0.10558765670749541,0.024757602886839536,-0.2599442266452736
0.3422059136111765,0.28270035850836384,0.15309234200822236,0.19397960205561526,-0.01968735617962293
0.3963903666335227,0.18147690943617503,0.17921189157321618,0.07439833827937546,-0.01708514527582232
