0,1,2,3,4
0.09427479214018976,-0.09198627162171538,0.1379003391737272,0.3649999217732236,0.48932436135257795
0.07186245866886538,-0.08726690062036441,0.16830025486992053,0.38345019201554187,0.4384274153522631
-0.11074677788902773,0.3214315980091672,-0.29102676850641773,-0.16093065029667053,0.26276626802281094
0.17910771215718269,-0.121063682081371,0.23173667424867614,0.19188739643125394,-0.3796947686473243
0.18091947491358373,0.15371143683561173,0.2907444685427197,-0.21265763427822107,0.07347229783151454
0.09395502042110439,0.4317803951015735,-0.16361935564669638,0.09284825176211758,0.0812783535753581
0.19279993617896296,0.29708071069296693,0.008928859132869114,0.24245342593857533,-0.0777812968887648
0.09698430679501469,0.13837393649650948,0.3209117158141248,-0.19898008431223307,0.05836857534793881
0.23589144066962753,-0.25428883326980006,-0.07777870323870939,-0.18782283561036395,0.057778585031873546
0.09399604538398973,0.13005079708605893,0.3240965795623719,-0.20184991807338054,0.04864905563367985
0.18956549720152355,-0.3530158419335862,0.07957219222310076,-0.08990991218154286,-0.06973886254077556
0.21200206089346196,0.15015893379530193,0.08724225629678624,0.11827419228564989,-0.1397399704379181
0.27985079034781574,0.13715926213294785,0.08379599003264755,-0.1435300400190482,0.06086329106523616
0.07402336275658328,-0.048969696672386015,0.11578181478099821,0.2285341670838909,0.23738495594165204
0.22691147448954557,-0.3256642750501839,0.03551051885845509,-0.08670972349923933,-0.027589099483492505
0.22666175217755752,-0.06771527653929142,-0.3284402780221451,0.067927823577765,0.0066779869925743165
0.22845538905150975,-0.03723177179558444,-0.32894192168525976,0.06222203887668287,0.007738751154920423
0.16848479280955284,0.16169164431034486,0.00956177086923964,0.145784403743206,-0.16587182284407545
0.07291656213141261,0.01399250674073773,0.1534955910135611,0.27935582311652946,-0.11574317805719939
0.07379083247270062,-0.06826765575282176,-0.32583741485655726,0.1199518193738775,-0.03923168809450448
0.17778339958546346,-0.10491725758549356,-0.08103684600490453,-0.1003329569957222,0.11025620844570762
0.16894472941618974,0.012743809168553331,-0.18430812874278907,-0.12301328550378735,-0.046446882274715114
0.05147333208193954,0.002713713060397417,-0.029491277760344433,0.25344233749834544,-0.19396250029534495
0.11627909429775625,0.19943440715823066,0.08640935516615668,-0.030704479262684933,-0.09627031405799281
0.06119251810994644,0.2392904956056613,-0.08381325529004185,0.08496871943121342,-0.05806872115671389
-0.0019511779633279928,0.0052653865196910414,0.04329831188867867,0.1738033443230687,-0.2641829850710113
0.1710857580272274,0.1129868839345037,0.057870375483942804,-0.09462596781663296,0.04236103600250157
0.2503261042225994,0.10145895921848033,-0.025928455744987665,-0.06570403231561167,0.035467102672087844
0.3008248716665396,-0.03711167621630018,-0.07711768234927407,-0.02528373617871707,0.027987570591943508
0.12271595610499612,0.08438051404208646,0.11120734430509988,-0.10634370597425977,0.04130102640064898
0.3024245496206374,0.03869575177665715,-0.08447059230819025,-0.03045378024481556,0.009631604547701221
0.11394378635575851,-0.09202064708281195,-0.06785207975239452,-0.0493953955153854,0.13506305993278017
0.2107124811996096,-0.0459827438462856,-0.04471350346099193,-0.04068502849129257,0.0034500993246930445
0.035139619136502986,0.02401125737722233,-0.06231809940988314,0.1592650508317913,-0.022630305415063494
-0.005072114597403117,-0.01383395633792039,-0.0674598034663819,-0.09433579160220591,0.10615428588719593
0.04775752508610957,-0.048725346471954825,-0.026604628451437504,-0.025885227931732313,0.08789444418450648
0.004808024022064392,0.004709326081781451,0.01850611744699832,-0.06755080272892203,0.09919068928273364
0.004647866819210964,0.012629471628038865,0.0475149615512743,-0.056422642751467814,0.05232454535856882
-0.004167200203186617,-0.00950087912874111,-0.03126804149050218,0.046899743958188383,-0.032463071487500064
0.008780853080744153,0.012831273341780186,0.00298374040763473,-0.02328943794297056,0.05700976754094039
-0.004395644414407182,-0.006499280862269274,0.025107203270547437,-0.021592292220734978,0.04573974901976564
-0.0018121219617098887,-0.0009679147991765294,0.008303706888221036,0.015813088906622468,0.04604303833869684
0.0015551129635838158,0.0008976710197296167,0.0007614712483711576,-0.0030905200208439006,0.03669049135928464
